School,School Type,Title 1?,Location,NYC?,Competed in BDL,BDL Partner,States '15 (Congress only),States '16 Total,States '16 (Congress only),States '17 (Congress only),States '18 (Congress only),NSDA '18 (NYC Congress only),States '19 (Congress only),NSDA '19 (NYC Congress only),NSDA '21 (NYC Congress only),NSDA '22 (NYC Congress only),"States '21 
(Congress only)",States '22 (Congress only),States '23 (Congress only),NSDA '23 (NYC Congress only),States '24 (Congress only),NSDA '24 (NYC Congress only),States '25 (Congress),NSDA '25 (NYC Congress only),States 2021 Total,States 2022 Total,States 2023 Total,States 2024 Total,States 2025 Total,UPenn 2021 (NYC only),UPenn 2022 (NYC only),UPenn 2023 (NYC only),UPenn 2024 (NYC only),Villiger 2022 (NYC only),Villiger 2023 (NYC only),"Big Bronx 2021 
(NYC only)","Big Bronx 2022 
(NYC only)","Big Bronx 2023
(Congress NYC)",Villiger 2024  (NYC only),UPenn 2025 (NYC only),UPenn 2026 (NYC only),NSDA '26 (NYC Congress),CFLs 2024 (New York Congress),CFLs 2023 (New York Congress),CFLs 2022 (New York Congress),CFLs 2021 (New York Congress)
The Montfort Academy,Private school (tuition-based),FALSE,Mt. Vernon,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Spence School,Private school (tuition-based),FALSE,Manhattan,Yes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
The Trinity School,Private school (tuition-based),FALSE,Manhattan,Yes,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Wheatley School,Private school (tuition-based),FALSE,Old Westbury,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Townsend Harris,Screened NYC public school,FALSE,Queens,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
True North Rochester Prep Charter,Public school outside of NYC,TRUE,Rochester,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Uncommon Collegiate,NYC Public Charter,TRUE,Brooklyn,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Uncommon Prep ,NYC Public Charter,TRUE,Brooklyn,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Unity Prep,NYC Public Charter,TRUE,Brooklyn,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Walton Central,Public school outside of NYC,FALSE,Walton,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Ward Melville,Public school outside of NYC,FALSE,Long Island,No,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Webster Schroeder,Public school outside of NYC,FALSE,Rochester,No,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Webster Thomas,Public school outside of NYC,FALSE,Rochester,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Worcester Central,Public school outside of NYC,TRUE,Upstate,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Xaverian,Parochial school (tuition),FALSE,Brooklyn,Yes,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Xavier,Parochial school (tuition),FALSE,Manhattan,Yes,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
,,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
,,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,
